,Population,Billions,Per_capita,Square_mi,Person_mi,Crossfits,Borough,Score
0,0.4571502590912423,0.02835877128161013,0.0,0.22485414235705953,0.415215656826395,0.037037037037037035,Bronx,1.162615866593344
1,1.0,0.08417079942370476,0.012072041931526702,0.5599766627771294,0.4540761252170648,1.0,Brooklyn,3.1102956293494257
2,0.5463798907764809,1.0000000000000002,0.9999999999999999,0.0,1.0,0.7037037037037037,Manhattan,4.250083594480184
3,0.8662300000046097,0.10121225743128195,0.03273112523698004,1.0,0.20882026251153768,0.5185185185185185,Queens,2.7275121637029276
4,0.0,0.0,0.010845321735251483,0.41470245040840137,0.0,0.0,Staten Island,0.42554777214365286
