,Borough,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Address,Distance,Postalcode,City,State,Venue Category
269,Brooklyn,Ocean Hill,40.6784025547954,-73.91306831787404,Crossfit Outbreak,40.695908,-73.93364,1000 Broadway,2610,11221,Brooklyn,NY,Gym / Fitness Center
270,Brooklyn,City Line,40.678569957274824,-73.86797598081343,Monkey Fist Martial Arts,40.67275500125601,-73.84350153773275,135-26 Cross Bay Blvd.,2165,11417,Ozone Park,NY,Gym / Fitness Center
271,Brooklyn,Bergen Beach,40.615149550453125,-73.89855633630324,Aviator Sports & Events Center,40.589889630162254,-73.89891475268549,3159 Flatbush Ave,2812,11234,Brooklyn,NY,Climbing Gym
272,Brooklyn,Bergen Beach,40.615149550453125,-73.89855633630324,Crossfit Marine Park,40.606168128959396,-73.93010083727226,2119 E 34th St,2847,11234,Brooklyn,NY,Gym
273,Brooklyn,Bergen Beach,40.615149550453125,-73.89855633630324,CrossFit Floyd Bennett Field,40.589915256260205,-73.89955781515174,3159 Flatbush Ave,2810,11234,Brooklyn,NY,Sports Club
274,Brooklyn,Midwood,40.62559589869847,-73.95759523489846,CrossFit Coney Island,40.602854643892606,-73.96901325736928,2034 McDonald Ave,2709,11223,Brooklyn,NY,Gym
275,Brooklyn,Georgetown,40.623845244784235,-73.91607483951331,Crossfit Fit Cross II,40.641800472432834,-73.91133785247803,8701 Farragut Rd,2038,11236,Brooklyn,NY,Gym
276,Brooklyn,Georgetown,40.623845244784235,-73.91607483951331,Crossfit Marine Park,40.606168128959396,-73.93010083727226,2119 E 34th St,2297,11234,Brooklyn,NY,Gym
277,Brooklyn,Georgetown,40.623845244784235,-73.91607483951331,Crowhill Crossfit,40.650587473474175,-73.9129353301848,800,2988,,Brooklyn,NY,Athletics & Sports
278,Brooklyn,Spring Creek,40.65713927658277,-73.86998779106547,Monkey Fist Martial Arts,40.67275500125601,-73.84350153773275,135-26 Cross Bay Blvd.,2832,11417,Ozone Park,NY,Gym / Fitness Center
279,Brooklyn,East Williamsburg,40.70849241041552,-73.93885815269203,LTrain CrossFit,40.71148487197682,-73.94578712977734,667 Grand St,672,11211,Brooklyn,NY,Gym / Fitness Center
280,Brooklyn,East Williamsburg,40.70849241041552,-73.93885815269203,True North Training,40.71687709749549,-73.96593519191094,70 River St,2468,11211,Brooklyn,NY,Gym
281,Brooklyn,East Williamsburg,40.70849241041552,-73.93885815269203,Bushwick CrossFit,40.703433968199775,-73.93095418810844,10 Wilson Ave,872,11237,Brooklyn,NY,Gym / Fitness Center
282,Brooklyn,East Williamsburg,40.70849241041552,-73.93885815269203,WillyB Crossfit,40.707827833118586,-73.94877866580192,41 Meserole Street,840,,Brooklyn,NY,Gym
283,Brooklyn,East Williamsburg,40.70849241041552,-73.93885815269203,CrossFit Virtuosity,40.719027924652224,-73.94800787522796,98 Bayard St,1404,11222,Brooklyn,NY,Gym
284,Brooklyn,East Williamsburg,40.70849241041552,-73.93885815269203,Crossfit Outbreak,40.71821365256554,-73.94289220547613,208 Frost St,1134,11211,Brooklyn,NY,Gym / Fitness Center
285,Brooklyn,East Williamsburg,40.70849241041552,-73.93885815269203,CrossFit Outbreak,40.69755415417896,-73.96498985427989,10 Grand Ave,2519,11205,Brooklyn,NY,Gym
286,Brooklyn,East Williamsburg,40.70849241041552,-73.93885815269203,CrossFit DeBo,40.710137651424134,-73.93635749816895,306 Stagg St,279,11206,Brooklyn,NY,Gym / Fitness Center
287,Brooklyn,East Williamsburg,40.70849241041552,-73.93885815269203,Crossfit Outbreak,40.695908,-73.93364,1000 Broadway,1468,11221,Brooklyn,NY,Gym / Fitness Center
288,Brooklyn,East Williamsburg,40.70849241041552,-73.93885815269203,Crossfit Outbreak,40.686849845476694,-73.94175109166727,492 Throop Ave,2421,11221,New York,NY,Gym / Fitness Center
289,Brooklyn,East Williamsburg,40.70849241041552,-73.93885815269203,Crossfit Outbreak,40.710482,-73.966665,415 Wythe Ave,2356,11249,Brooklyn,NY,Gym
290,Brooklyn,East Williamsburg,40.70849241041552,-73.93885815269203,willyb crossfit,40.729464975491624,-73.95069073496587,220 Newel Street,2539,,Brooklyn,NY,Gym
291,Brooklyn,East Williamsburg,40.70849241041552,-73.93885815269203,Brooklyn CrossFit : West Street,40.7281508786577,-73.95868520245914,42 West St,2754,11222,Brooklyn,NY,Gym
292,Brooklyn,North Side,40.714822906532056,-73.95880857587589,True North Training,40.71687709749549,-73.96593519191094,70 River St,643,11211,Brooklyn,NY,Gym
293,Brooklyn,North Side,40.714822906532056,-73.95880857587589,LTrain CrossFit,40.71148487197682,-73.94578712977734,667 Grand St,1159,11211,Brooklyn,NY,Gym / Fitness Center
294,Brooklyn,North Side,40.714822906532056,-73.95880857587589,CrossFit Virtuosity,40.719027924652224,-73.94800787522796,98 Bayard St,1024,11222,Brooklyn,NY,Gym
295,Brooklyn,North Side,40.714822906532056,-73.95880857587589,CrossFit East River,40.7254434939673,-73.97846140631547,647 E 9th St,2036,10009,New York,NY,Gym / Fitness Center
296,Brooklyn,North Side,40.714822906532056,-73.95880857587589,WillyB Crossfit,40.707827833118586,-73.94877866580192,41 Meserole Street,1150,,Brooklyn,NY,Gym
297,Brooklyn,North Side,40.714822906532056,-73.95880857587589,Crossfit Greenpoint,40.73611274835637,-73.9519963753644,188 DuPont St,2438,11222,Brooklyn,NY,Gym / Fitness Center
298,Brooklyn,North Side,40.714822906532056,-73.95880857587589,Crossfit Outbreak,40.71821365256554,-73.94289220547613,208 Frost St,1394,11211,Brooklyn,NY,Gym / Fitness Center
299,Brooklyn,North Side,40.714822906532056,-73.95880857587589,Bowery CrossFit,40.71781226812158,-73.99262371362899,285 Grand St,2872,10002,New York,NY,Gym
300,Brooklyn,North Side,40.714822906532056,-73.95880857587589,CrossFit Dumbo,40.70355587265485,-73.98779136884086,48 Pearl St,2748,11201,Brooklyn,NY,Gym
301,Brooklyn,North Side,40.714822906532056,-73.95880857587589,Bushwick CrossFit,40.703433968199775,-73.93095418810844,10 Wilson Ave,2670,11237,Brooklyn,NY,Gym / Fitness Center
302,Brooklyn,North Side,40.714822906532056,-73.95880857587589,CrossFit Outbreak,40.69755415417896,-73.96498985427989,10 Grand Ave,1991,11205,Brooklyn,NY,Gym
303,Brooklyn,North Side,40.714822906532056,-73.95880857587589,Crossfit Outbreak,40.710482,-73.966665,415 Wythe Ave,820,11249,Brooklyn,NY,Gym
304,Brooklyn,North Side,40.714822906532056,-73.95880857587589,CrossFit DeBo,40.710137651424134,-73.93635749816895,306 Stagg St,1964,11206,Brooklyn,NY,Gym / Fitness Center
305,Brooklyn,North Side,40.714822906532056,-73.95880857587589,Brooklyn CrossFit : West Street,40.7281508786577,-73.95868520245914,42 West St,1483,11222,Brooklyn,NY,Gym
306,Brooklyn,North Side,40.714822906532056,-73.95880857587589,willyb crossfit,40.729464975491624,-73.95069073496587,220 Newel Street,1767,,Brooklyn,NY,Gym
307,Brooklyn,North Side,40.714822906532056,-73.95880857587589,Crossfit Outbreak,40.695908,-73.93364,1000 Broadway,2990,11221,Brooklyn,NY,Gym / Fitness Center
308,Brooklyn,South Side,40.710861472650684,-73.95800095153338,True North Training,40.71687709749549,-73.96593519191094,70 River St,946,11211,Brooklyn,NY,Gym
309,Brooklyn,South Side,40.710861472650684,-73.95800095153338,LTrain CrossFit,40.71148487197682,-73.94578712977734,667 Grand St,1032,11211,Brooklyn,NY,Gym / Fitness Center
310,Brooklyn,South Side,40.710861472650684,-73.95800095153338,WillyB Crossfit,40.707827833118586,-73.94877866580192,41 Meserole Street,848,,Brooklyn,NY,Gym
311,Brooklyn,South Side,40.710861472650684,-73.95800095153338,CrossFit Virtuosity,40.719027924652224,-73.94800787522796,98 Bayard St,1239,11222,Brooklyn,NY,Gym
312,Brooklyn,South Side,40.710861472650684,-73.95800095153338,CrossFit East River,40.7254434939673,-73.97846140631547,647 E 9th St,2369,10009,New York,NY,Gym / Fitness Center
313,Brooklyn,South Side,40.710861472650684,-73.95800095153338,Crossfit Outbreak,40.71821365256554,-73.94289220547613,208 Frost St,1514,11211,Brooklyn,NY,Gym / Fitness Center
314,Brooklyn,South Side,40.710861472650684,-73.95800095153338,Crossfit Greenpoint,40.73611274835637,-73.9519963753644,188 DuPont St,2856,11222,Brooklyn,NY,Gym / Fitness Center
315,Brooklyn,South Side,40.710861472650684,-73.95800095153338,CrossFit Dumbo,40.70355587265485,-73.98779136884086,48 Pearl St,2642,11201,Brooklyn,NY,Gym
316,Brooklyn,South Side,40.710861472650684,-73.95800095153338,Bushwick CrossFit,40.703433968199775,-73.93095418810844,10 Wilson Ave,2427,11237,Brooklyn,NY,Gym / Fitness Center
317,Brooklyn,South Side,40.710861472650684,-73.95800095153338,CrossFit Outbreak,40.69755415417896,-73.96498985427989,10 Grand Ave,1594,11205,Brooklyn,NY,Gym
318,Brooklyn,South Side,40.710861472650684,-73.95800095153338,Crossfit Outbreak,40.710482,-73.966665,415 Wythe Ave,732,11249,Brooklyn,NY,Gym
319,Brooklyn,South Side,40.710861472650684,-73.95800095153338,CrossFit DeBo,40.710137651424134,-73.93635749816895,306 Stagg St,1828,11206,Brooklyn,NY,Gym / Fitness Center
320,Brooklyn,South Side,40.710861472650684,-73.95800095153338,Brooklyn CrossFit : West Street,40.7281508786577,-73.95868520245914,42 West St,1925,11222,Brooklyn,NY,Gym
321,Brooklyn,South Side,40.710861472650684,-73.95800095153338,willyb crossfit,40.729464975491624,-73.95069073496587,220 Newel Street,2160,,Brooklyn,NY,Gym
322,Brooklyn,South Side,40.710861472650684,-73.95800095153338,Crossfit Outbreak,40.695908,-73.93364,1000 Broadway,2645,11221,Brooklyn,NY,Gym / Fitness Center
323,Brooklyn,South Side,40.710861472650684,-73.95800095153338,Crossfit Outbreak,40.686849845476694,-73.94175109166727,492 Throop Ave,3004,11221,New York,NY,Gym / Fitness Center
324,Brooklyn,Navy Yard,40.698790872180545,-73.97164435527614,Crossfit South Brooklyn,40.6793845048432,-73.98371438935206,597 Degraw St,2388,11217,Brooklyn,NY,Gym
325,Brooklyn,Navy Yard,40.698790872180545,-73.97164435527614,True North Training,40.71687709749549,-73.96593519191094,70 River St,2070,11211,Brooklyn,NY,Gym
326,Brooklyn,Navy Yard,40.698790872180545,-73.97164435527614,CrossFit Dumbo,40.70355587265485,-73.98779136884086,48 Pearl St,1462,11201,Brooklyn,NY,Gym
327,Brooklyn,Navy Yard,40.698790872180545,-73.97164435527614,CrossFit Prospect Heights,40.68066094103169,-73.97400039656718,623 Bergen St,2027,11238,Brooklyn,NY,Gym / Fitness Center
328,Brooklyn,Navy Yard,40.698790872180545,-73.97164435527614,CrossFit Outbreak,40.69755415417896,-73.96498985427989,10 Grand Ave,578,11205,Brooklyn,NY,Gym
329,Brooklyn,Navy Yard,40.698790872180545,-73.97164435527614,Bowery CrossFit,40.71781226812158,-73.99262371362899,285 Grand St,2760,10002,New York,NY,Gym
330,Brooklyn,Navy Yard,40.698790872180545,-73.97164435527614,LTrain CrossFit,40.71148487197682,-73.94578712977734,667 Grand St,2599,11211,Brooklyn,NY,Gym / Fitness Center
331,Brooklyn,Navy Yard,40.698790872180545,-73.97164435527614,WillyB Crossfit,40.707827833118586,-73.94877866580192,41 Meserole Street,2176,,Brooklyn,NY,Gym
332,Brooklyn,Navy Yard,40.698790872180545,-73.97164435527614,Crow Hill CrossFit,40.67768653054873,-73.95677179098129,1010 Dean St,2663,11238,Brooklyn,NY,Gym
333,Brooklyn,Navy Yard,40.698790872180545,-73.97164435527614,Crossfit Kingsboro,40.68006491229371,-73.96083801950718,1000 Atlantic Ave,2275,11238,Brooklyn,NY,Gym / Fitness Center
334,Brooklyn,Navy Yard,40.698790872180545,-73.97164435527614,Crossfit Outbreak,40.710482,-73.966665,415 Wythe Ave,1367,11249,Brooklyn,NY,Gym
335,Brooklyn,Navy Yard,40.698790872180545,-73.97164435527614,Park Slope Crossfit,40.68155605033434,-73.97951811393598,500 Bergen St,2030,11217,Brooklyn,NY,Gym / Fitness Center
336,Brooklyn,Navy Yard,40.698790872180545,-73.97164435527614,Crossfit Outbreak,40.686849845476694,-73.94175109166727,492 Throop Ave,2851,11221,New York,NY,Gym / Fitness Center
337,Brooklyn,Navy Yard,40.698790872180545,-73.97164435527614,Class One Mixed Martial Arts & CrossFit,40.68168067415296,-73.97998644894972,85 4th Ave,2030,11217,Brooklyn,NY,Martial Arts Dojo
338,Brooklyn,Ocean Parkway,40.61305976667946,-73.96836678035548,CrossFit Coney Island,40.602854643892606,-73.96901325736928,2034 McDonald Ave,1137,11223,Brooklyn,NY,Gym
339,Brooklyn,Fort Hamilton,40.6147681269423,-74.0319791453799,Bay Ridge Crossfit,40.62414280628023,-74.03082276499144,3rd Avenue,1048,11209,Bay Ridge,NY,Gym / Fitness Center
340,Brooklyn,Fort Hamilton,40.6147681269423,-74.0319791453799,bayridge crossfit,40.62422697687232,-74.03072659659897,,1058,,Brooklyn,NY,Sports Club
341,Manhattan,Chinatown,40.715618422314364,-73.99427936255985,Bowery CrossFit,40.71781226812158,-73.99262371362899,285 Grand St,281,10002,New York,NY,Gym
342,Manhattan,Chinatown,40.715618422314364,-73.99427936255985,CrossFit Union Square,40.73531390186451,-73.99186057541448,1 Union Sq,2201,10003,New York,NY,Gym / Fitness Center
343,Manhattan,Chinatown,40.715618422314364,-73.99427936255985,True North Training,40.71687709749549,-73.96593519191094,70 River St,2395,11211,Brooklyn,NY,Gym
344,Manhattan,Chinatown,40.715618422314364,-73.99427936255985,CrossFit East River,40.7254434939673,-73.97846140631547,647 E 9th St,1725,10009,New York,NY,Gym / Fitness Center
345,Manhattan,Chinatown,40.715618422314364,-73.99427936255985,Brick New York,40.74150688612044,-74.0005285681433,257 W 17th St,2929,10011,New York,NY,Gym / Fitness Center
346,Manhattan,Chinatown,40.715618422314364,-73.99427936255985,Just Train,40.70947002162219,-74.00983963357307,6 Maiden Ln,1480,10038,New York,NY,Gym
347,Manhattan,Chinatown,40.715618422314364,-73.99427936255985,Reebok FitHub,40.73542,-73.99173,1 Union Sq West,2214,10003,New York,NY,Shoe Store
348,Manhattan,Chinatown,40.715618422314364,-73.99427936255985,Dig Inn,40.737378630570696,-73.99113558901335,17 E 17th St,2436,10003,New York,NY,New American Restaurant
349,Manhattan,Washington Heights,40.85190252555309,-73.93690027985242,Crossfit Uws,40.84654529961183,-73.92514653387603,,1155,,Bronx,NY,Athletics & Sports
350,Manhattan,Inwood,40.86768396449919,-73.92121042203905,Spuyten Duyvil Crossfit,40.887847,-73.907061,3603 Fieldston Rd,2540,10463,Bronx,NY,Gym / Fitness Center
351,Manhattan,Inwood,40.86768396449919,-73.92121042203905,Crossfit Uws,40.84654529961183,-73.92514653387603,,2376,,Bronx,NY,Athletics & Sports
352,Manhattan,Hamilton Heights,40.82360428481197,-73.94968791883373,CrossFit Harlem - Afrobrutality Sports,40.817750147175666,-73.93775306423404,,1198,,New York,NY,Gym
353,Manhattan,Hamilton Heights,40.82360428481197,-73.94968791883373,Harlem CrossFit,40.81719356788495,-73.93513753753648,,1418,10037,New York,NY,Gym
354,Manhattan,Hamilton Heights,40.82360428481197,-73.94968791883373,Crossfit Concrete Jungle,40.808122,-73.930234,"7 Bruckner Blvd, bronx Ny 10454",2378,10454,New York,NY,Gym / Fitness Center
355,Manhattan,Hamilton Heights,40.82360428481197,-73.94968791883373,CrossFit Equis,40.81975279405422,-73.92175018787384,655 Morris Ave,2392,10451,Bronx,NY,Gym
356,Manhattan,Manhattanville,40.81693442949784,-73.95738539351888,CrossFit Harlem - Afrobrutality Sports,40.817750147175666,-73.93775306423404,,1656,,New York,NY,Gym
357,Manhattan,Manhattanville,40.81693442949784,-73.95738539351888,Harlem CrossFit,40.81719356788495,-73.93513753753648,,1874,10037,New York,NY,Gym
358,Manhattan,Manhattanville,40.81693442949784,-73.95738539351888,Crossfit Concrete Jungle,40.808122,-73.930234,"7 Bruckner Blvd, bronx Ny 10454",2489,10454,New York,NY,Gym / Fitness Center
359,Manhattan,Central Harlem,40.81597606742418,-73.94321112603912,CrossFit SoBro (South Bronx),40.807106109371404,-73.91147735194403,229 Bruckner Blvd,2850,10454,Bronx,NY,Gym
360,Manhattan,Central Harlem,40.81597606742418,-73.94321112603912,CrossFit Harlem - Afrobrutality Sports,40.817750147175666,-73.93775306423404,,500,,New York,NY,Gym
361,Manhattan,Central Harlem,40.81597606742418,-73.94321112603912,Harlem CrossFit,40.81719356788495,-73.93513753753648,,693,10037,New York,NY,Gym
362,Manhattan,Central Harlem,40.81597606742418,-73.94321112603912,Crossfit Concrete Jungle,40.808122,-73.930234,"7 Bruckner Blvd, bronx Ny 10454",1399,10454,New York,NY,Gym / Fitness Center
363,Manhattan,Central Harlem,40.81597606742418,-73.94321112603912,CrossFit Equis,40.81975279405422,-73.92175018787384,655 Morris Ave,1856,10451,Bronx,NY,Gym
364,Manhattan,East Harlem,40.79224946663037,-73.94418223148531,Crossfit Metropolis,40.78820597637237,-73.94869510882322,156 E 100th St,589,10029,New York,NY,Gym
365,Manhattan,East Harlem,40.79224946663037,-73.94418223148531,Crossfit Concrete Jungle,40.782758706068456,-73.94729157655303,309 E 94th St,1088,10128,New York,NY,Gym
366,Manhattan,East Harlem,40.79224946663037,-73.94418223148531,Crossfit Concrete Jungle,40.808122,-73.930234,"7 Bruckner Blvd, bronx Ny 10454",2122,10454,New York,NY,Gym / Fitness Center
367,Manhattan,East Harlem,40.79224946663037,-73.94418223148531,CrossFit Harlem - Afrobrutality Sports,40.817750147175666,-73.93775306423404,,2889,,New York,NY,Gym
368,Manhattan,East Harlem,40.79224946663037,-73.94418223148531,Harlem CrossFit,40.81719356788495,-73.93513753753648,,2879,10037,New York,NY,Gym
369,Manhattan,Upper East Side,40.77563857330185,-73.96050763135007,Equinox Columbus Circle,40.76874192651226,-73.98214593908337,10 Columbus Cir,1979,10019,New York,NY,Gym
370,Manhattan,Upper East Side,40.77563857330185,-73.96050763135007,Crossfit NYC - Upper West Side,40.77441561462417,-73.98109653863574,157 Columbus Ave,1740,10023,New York,NY,Gym
371,Manhattan,Upper East Side,40.77563857330185,-73.96050763135007,Crossfit Metropolis,40.78820597637237,-73.94869510882322,156 E 100th St,1717,10029,New York,NY,Gym
372,Manhattan,Upper East Side,40.77563857330185,-73.96050763135007,Mercedes Club,40.76759458807264,-73.99207002674365,550 W 54th St,2807,10019,New York,NY,Gym / Fitness Center
373,Manhattan,Upper East Side,40.77563857330185,-73.96050763135007,Crossfit Concrete Jungle,40.782758706068456,-73.94729157655303,309 E 94th St,1367,10128,New York,NY,Gym
374,Manhattan,Upper East Side,40.77563857330185,-73.96050763135007,CrossFit SPOT,40.77215092116481,-73.98610786931728,"55 Amsterdam Ave, New York, NY",2192,10023,New York,NY,Gym / Fitness Center
375,Manhattan,Upper East Side,40.77563857330185,-73.96050763135007,EVF Columbus Circle,40.77150979949672,-73.98973676700084,555 W 59th St,2506,10019,New York,NY,Recreation Center
376,Manhattan,Upper East Side,40.77563857330185,-73.96050763135007,UWS CrossFit,40.77898642336577,-73.98508910271165,371 Amsterdam Ave,2105,10023,New York,NY,Athletics & Sports
377,Manhattan,Yorkville,40.77592984988492,-73.94711784471833,Crossfit Concrete Jungle,40.782758706068456,-73.94729157655303,309 E 94th St,760,10128,New York,NY,Gym
378,Manhattan,Yorkville,40.77592984988492,-73.94711784471833,Crossfit Metropolis,40.78820597637237,-73.94869510882322,156 E 100th St,1373,10029,New York,NY,Gym
379,Manhattan,Yorkville,40.77592984988492,-73.94711784471833,CrossFit LIC - Noskov Fitness,40.74979439698375,-73.94735552127253,1305 44th Ave,2909,11101,Long Island City,NY,Gym
380,Manhattan,Yorkville,40.77592984988492,-73.94711784471833,CrossFit Queens,40.76940404539832,-73.91897736979166,25-50 31st St,2481,11102,Astoria,NY,Gym
381,Manhattan,Yorkville,40.77592984988492,-73.94711784471833,Crossfit NYC - Upper West Side,40.77441561462417,-73.98109653863574,157 Columbus Ave,2869,10023,New York,NY,Gym
382,Manhattan,Yorkville,40.77592984988492,-73.94711784471833,New York Sports Clubs,40.76426352155887,-73.91563699810902,38-11 30th Ave,2954,11103,Astoria,NY,Gym / Fitness Center
383,Manhattan,Yorkville,40.77592984988492,-73.94711784471833,CrossFit Bell/Bayside Barbell,40.753070194034606,-73.9293165129859,37-22 34th St,2954,11101,Long Island City,NY,Gym
384,Manhattan,Yorkville,40.77592984988492,-73.94711784471833,Loupakis Fitness Center,40.767359,-73.921045,28-42 31st St,2396,11102,Astoria,NY,Gym
385,Manhattan,Yorkville,40.77592984988492,-73.94711784471833,Crossfit Dutch Kills,40.753802,-73.932102,,2769,11101,New York,NY,Gym / Fitness Center
386,Manhattan,Lenox Hill,40.76811265828737,-73.95885968813766,CrossFit Gantry,40.74612457212019,-73.9522352960643,10-20 47th Rd,2510,11101,Queens,NY,Gym / Fitness Center
387,Manhattan,Lenox Hill,40.76811265828737,-73.95885968813766,CrossFit LIC - Noskov Fitness,40.74979439698375,-73.94735552127253,1305 44th Ave,2258,11101,Long Island City,NY,Gym
388,Manhattan,Lenox Hill,40.76811265828737,-73.95885968813766,Equinox Columbus Circle,40.76874192651226,-73.98214593908337,10 Columbus Cir,1964,10019,New York,NY,Gym
389,Manhattan,Lenox Hill,40.76811265828737,-73.95885968813766,Crossfit NYC - Upper West Side,40.77441561462417,-73.98109653863574,157 Columbus Ave,2001,10023,New York,NY,Gym
390,Manhattan,Lenox Hill,40.76811265828737,-73.95885968813766,NEO FIFTH,40.750530813681124,-73.98329206512332,"420 Fifth Ave, Sub-Cellar",2841,10018,New York,NY,Gym
391,Manhattan,Lenox Hill,40.76811265828737,-73.95885968813766,Mercedes Club,40.76759458807264,-73.99207002674365,550 W 54th St,2800,10019,New York,NY,Gym / Fitness Center
392,Manhattan,Lenox Hill,40.76811265828737,-73.95885968813766,CrossFit SPOT,40.77215092116481,-73.98610786931728,"55 Amsterdam Ave, New York, NY",2340,10023,New York,NY,Gym / Fitness Center
393,Manhattan,Lenox Hill,40.76811265828737,-73.95885968813766,Crossfit Metropolis,40.78820597637237,-73.94869510882322,156 E 100th St,2395,10029,New York,NY,Gym
394,Manhattan,Lenox Hill,40.76811265828737,-73.95885968813766,Crossfit Concrete Jungle,40.782758706068456,-73.94729157655303,309 E 94th St,1899,10128,New York,NY,Gym
395,Manhattan,Lenox Hill,40.76811265828737,-73.95885968813766,EVF Columbus Circle,40.77150979949672,-73.98973676700084,555 W 59th St,2630,10019,New York,NY,Recreation Center
396,Manhattan,Lenox Hill,40.76811265828737,-73.95885968813766,Reebok FitHub,40.75075696,-73.98324847,420 5th Ave,2821,10018,New York,NY,Shoe Store
397,Manhattan,Lenox Hill,40.76811265828737,-73.95885968813766,CrossFit Bell/Bayside Barbell,40.753070194034606,-73.9293165129859,37-22 34th St,3001,11101,Long Island City,NY,Gym
398,Manhattan,Lenox Hill,40.76811265828737,-73.95885968813766,Mid-City Gym & Tanning,40.75810868499696,-73.9917226956553,345 W 42nd St,2986,10036,New York,NY,Gym
399,Manhattan,Lenox Hill,40.76811265828737,-73.95885968813766,Crossfit Dutch Kills,40.753802,-73.932102,,2761,11101,New York,NY,Gym / Fitness Center
400,Manhattan,Lenox Hill,40.76811265828737,-73.95885968813766,UWS CrossFit,40.77898642336577,-73.98508910271165,371 Amsterdam Ave,2520,10023,New York,NY,Athletics & Sports
401,Manhattan,Lenox Hill,40.76811265828737,-73.95885968813766,Crossfit Fifth Ave,40.750642,-73.983243,420 5th Ave,2830,10018,New York,NY,Gym
402,Manhattan,Roosevelt Island,40.762403730702246,-73.9494705736962,CrossFit Gantry,40.74612457212019,-73.9522352960643,10-20 47th Rd,1827,11101,Queens,NY,Gym / Fitness Center
403,Manhattan,Roosevelt Island,40.762403730702246,-73.9494705736962,CrossFit LIC - Noskov Fitness,40.74979439698375,-73.94735552127253,1305 44th Ave,1414,11101,Long Island City,NY,Gym
404,Manhattan,Roosevelt Island,40.762403730702246,-73.9494705736962,Crossfit Greenpoint,40.73611274835637,-73.9519963753644,188 DuPont St,2934,11222,Brooklyn,NY,Gym / Fitness Center
405,Manhattan,Roosevelt Island,40.762403730702246,-73.9494705736962,Equinox Columbus Circle,40.76874192651226,-73.98214593908337,10 Columbus Cir,2843,10019,New York,NY,Gym
406,Manhattan,Roosevelt Island,40.762403730702246,-73.9494705736962,CrossFit Queens,40.76940404539832,-73.91897736979166,25-50 31st St,2686,11102,Astoria,NY,Gym
407,Manhattan,Roosevelt Island,40.762403730702246,-73.9494705736962,CrossFit Bell/Bayside Barbell,40.753070194034606,-73.9293165129859,37-22 34th St,1991,11101,Long Island City,NY,Gym
408,Manhattan,Roosevelt Island,40.762403730702246,-73.9494705736962,Crossfit NYC - Upper West Side,40.77441561462417,-73.98109653863574,157 Columbus Ave,2982,10023,New York,NY,Gym
409,Manhattan,Roosevelt Island,40.762403730702246,-73.9494705736962,Crossfit Concrete Jungle,40.782758706068456,-73.94729157655303,309 E 94th St,2273,10128,New York,NY,Gym
410,Manhattan,Roosevelt Island,40.762403730702246,-73.9494705736962,Crossfit Metropolis,40.78820597637237,-73.94869510882322,156 E 100th St,2873,10029,New York,NY,Gym
411,Manhattan,Roosevelt Island,40.762403730702246,-73.9494705736962,New York Sports Clubs,40.76426352155887,-73.91563699810902,38-11 30th Ave,2860,11103,Astoria,NY,Gym / Fitness Center
412,Manhattan,Roosevelt Island,40.762403730702246,-73.9494705736962,Crossfit Dutch Kills,40.753802,-73.932102,,1749,11101,New York,NY,Gym / Fitness Center
413,Manhattan,Roosevelt Island,40.762403730702246,-73.9494705736962,Loupakis Fitness Center,40.767359,-73.921045,28-42 31st St,2459,11102,Astoria,NY,Gym
414,Manhattan,Upper West Side,40.7876579985349,-73.9770592363061,Crossfit NYC - Upper West Side,40.77441561462417,-73.98109653863574,157 Columbus Ave,1512,10023,New York,NY,Gym
415,Manhattan,Upper West Side,40.7876579985349,-73.9770592363061,Equinox Columbus Circle,40.76874192651226,-73.98214593908337,10 Columbus Cir,2148,10019,New York,NY,Gym
416,Manhattan,Upper West Side,40.7876579985349,-73.9770592363061,Mercedes Club,40.76759458807264,-73.99207002674365,550 W 54th St,2566,10019,New York,NY,Gym / Fitness Center
417,Manhattan,Upper West Side,40.7876579985349,-73.9770592363061,CrossFit SPOT,40.77215092116481,-73.98610786931728,"55 Amsterdam Ave, New York, NY",1887,10023,New York,NY,Gym / Fitness Center
418,Manhattan,Upper West Side,40.7876579985349,-73.9770592363061,EVF Columbus Circle,40.77150979949672,-73.98973676700084,555 W 59th St,2091,10019,New York,NY,Recreation Center
419,Manhattan,Upper West Side,40.7876579985349,-73.9770592363061,Crossfit Metropolis,40.78820597637237,-73.94869510882322,156 E 100th St,2391,10029,New York,NY,Gym
420,Manhattan,Upper West Side,40.7876579985349,-73.9770592363061,Crossfit Concrete Jungle,40.782758706068456,-73.94729157655303,309 E 94th St,2567,10128,New York,NY,Gym
421,Manhattan,Upper West Side,40.7876579985349,-73.9770592363061,CrossFit Elite Core Fitness (ECF),40.791,-74.00847,6500 Dewey Ave,2673,07093,West New York,NJ,Gym / Fitness Center
422,Manhattan,Upper West Side,40.7876579985349,-73.9770592363061,UWS CrossFit,40.77898642336577,-73.98508910271165,371 Amsterdam Ave,1178,10023,New York,NY,Athletics & Sports
423,Manhattan,Upper West Side,40.7876579985349,-73.9770592363061,elite core fitness crossfit,40.79197391248096,-74.00341108507929,6900 Park Ave,2272,07093,Guttenberg,NJ,Gym
424,Manhattan,Upper West Side,40.7876579985349,-73.9770592363061,Crossfit GIANT,40.805410752831214,-73.99173627158532,115 River Rd Ste 1100,2331,07020,Edgewater,NJ,Gymnastics Gym
