,Borough,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Address,Distance,Postalcode,City,State,Venue Category
538,Manhattan,Lower East Side,40.71780674892769,-73.98089031999298,CrossFit Outbreak,40.69755415417896,-73.96498985427989,10 Grand Ave,2623,11205,Brooklyn,NY,Gym
539,Manhattan,Lower East Side,40.71780674892769,-73.98089031999298,Reebok FitHub,40.73542,-73.99173,1 Union Sq West,2163,10003,New York,NY,Shoe Store
540,Manhattan,Lower East Side,40.71780674892769,-73.98089031999298,Crossfit Outbreak,40.710482,-73.966665,415 Wythe Ave,1451,11249,Brooklyn,NY,Gym
541,Manhattan,Lower East Side,40.71780674892769,-73.98089031999298,Dig Inn,40.737378630570696,-73.99113558901335,17 E 17th St,2343,10003,New York,NY,New American Restaurant
542,Manhattan,Lower East Side,40.71780674892769,-73.98089031999298,Oculus Crossfit,40.70977302010993,-74.0065501436561,151 William St,2342,10038,New York,NY,Gym / Fitness Center
543,Manhattan,Lower East Side,40.71780674892769,-73.98089031999298,CrossFit Wall Street,40.70974343802443,-74.0065837982249,111 Fulton St,2346,10038,New York,NY,Gym / Fitness Center
544,Manhattan,Lower East Side,40.71780674892769,-73.98089031999298,Brooklyn CrossFit : West Street,40.7281508786577,-73.95868520245914,42 West St,2198,11222,Brooklyn,NY,Gym
545,Manhattan,Lower East Side,40.71780674892769,-73.98089031999298,Crossfit USQ,40.739058209686924,-73.99303183011946,,2577,,New York,NY,Gym
546,Manhattan,Lower East Side,40.71780674892769,-73.98089031999298,willyb crossfit,40.729464975491624,-73.95069073496587,220 Newel Street,2859,,Brooklyn,NY,Gym
547,Manhattan,Lower East Side,40.71780674892769,-73.98089031999298,Infighting Shape CrossFit,40.739764941796956,-73.99270471561262,22 W 19th St,2639,10011,New York,NY,Athletics & Sports
548,Manhattan,Tribeca,40.72152196744325,-74.01068328559094,CrossFit Union Square,40.73531390186451,-73.99186057541448,1 Union Sq,2208,10003,New York,NY,Gym / Fitness Center
549,Manhattan,Tribeca,40.72152196744325,-74.01068328559094,Brick New York,40.74150688612044,-74.0005285681433,257 W 17th St,2383,10011,New York,NY,Gym / Fitness Center
550,Manhattan,Tribeca,40.72152196744325,-74.01068328559094,Bowery CrossFit,40.71781226812158,-73.99262371362899,285 Grand St,1578,10002,New York,NY,Gym
551,Manhattan,Tribeca,40.72152196744325,-74.01068328559094,CrossFit 212 TriBeCa,40.714537431170484,-74.00599852611592,281 Broadway,872,10007,New York,NY,Gym
552,Manhattan,Tribeca,40.72152196744325,-74.01068328559094,Crossfit 212,40.71805284050912,-74.00475220100614,84 Franklin St,632,10013,New York,NY,Gym / Fitness Center
553,Manhattan,Tribeca,40.72152196744325,-74.01068328559094,CrossFit East River,40.7254434939673,-73.97846140631547,647 E 9th St,2753,10009,New York,NY,Gym / Fitness Center
554,Manhattan,Tribeca,40.72152196744325,-74.01068328559094,Crossfit 212 NoHo,40.727048902963354,-73.99511692734373,666 Broadway,1450,10012,New York,NY,Gym
555,Manhattan,Tribeca,40.72152196744325,-74.01068328559094,Crossfit Wall Street,40.70554386423745,-74.01213909064103,60 New St,1782,10004,New York,NY,Gym
556,Manhattan,Tribeca,40.72152196744325,-74.01068328559094,Just Train,40.70947002162219,-74.00983963357307,6 Maiden Ln,1343,10038,New York,NY,Gym
557,Manhattan,Tribeca,40.72152196744325,-74.01068328559094,CrossFit Dumbo,40.70355587265485,-73.98779136884086,48 Pearl St,2780,11201,Brooklyn,NY,Gym
558,Manhattan,Tribeca,40.72152196744325,-74.01068328559094,CrossFit Jersey City,40.71952448445311,-74.0438343566733,109 Christopher Columbus Dr,2805,07302,Jersey City,NJ,Gym
559,Manhattan,Tribeca,40.72152196744325,-74.01068328559094,Reebok FitHub,40.73542,-73.99173,1 Union Sq West,2224,10003,New York,NY,Shoe Store
560,Manhattan,Tribeca,40.72152196744325,-74.01068328559094,Oculus Crossfit,40.70977302010993,-74.0065501436561,151 William St,1353,10038,New York,NY,Gym / Fitness Center
561,Manhattan,Tribeca,40.72152196744325,-74.01068328559094,CrossFit Wall Street,40.70974343802443,-74.0065837982249,111 Fulton St,1356,10038,New York,NY,Gym / Fitness Center
562,Manhattan,Tribeca,40.72152196744325,-74.01068328559094,Dig Inn,40.737378630570696,-73.99113558901335,17 E 17th St,2415,10003,New York,NY,New American Restaurant
563,Manhattan,Tribeca,40.72152196744325,-74.01068328559094,CrossFit 212 FiDi,40.70370900153129,-74.01152898481944,Stone,1984,10004,New York,NY,Gym / Fitness Center
564,Manhattan,Tribeca,40.72152196744325,-74.01068328559094,150 Bay Crossfit,40.72122093221981,-74.03982170588807,,2458,07302,Jersey City,NJ,Gym / Fitness Center
565,Manhattan,Tribeca,40.72152196744325,-74.01068328559094,Crossfit USQ,40.739058209686924,-73.99303183011946,,2455,,New York,NY,Gym
566,Manhattan,Tribeca,40.72152196744325,-74.01068328559094,Hudson River Crossfit v4.0,40.737077144766324,-74.03640281712778,300 Observer Hwy,2775,07030,Hoboken,NJ,Gym / Fitness Center
567,Manhattan,Tribeca,40.72152196744325,-74.01068328559094,Infighting Shape CrossFit,40.739764941796956,-73.99270471561262,22 W 19th St,2534,10011,New York,NY,Athletics & Sports
568,Manhattan,Little Italy,40.71932379395911,-73.9973046720808,Bowery CrossFit,40.71781226812158,-73.99262371362899,285 Grand St,429,10002,New York,NY,Gym
569,Manhattan,Little Italy,40.71932379395911,-73.9973046720808,CrossFit Union Square,40.73531390186451,-73.99186057541448,1 Union Sq,1838,10003,New York,NY,Gym / Fitness Center
570,Manhattan,Little Italy,40.71932379395911,-73.9973046720808,Brick New York,40.74150688612044,-74.0005285681433,257 W 17th St,2484,10011,New York,NY,Gym / Fitness Center
571,Manhattan,Little Italy,40.71932379395911,-73.9973046720808,CrossFit East River,40.7254434939673,-73.97846140631547,647 E 9th St,1729,10009,New York,NY,Gym / Fitness Center
572,Manhattan,Little Italy,40.71932379395911,-73.9973046720808,True North Training,40.71687709749549,-73.96593519191094,70 River St,2660,11211,Brooklyn,NY,Gym
573,Manhattan,Little Italy,40.71932379395911,-73.9973046720808,Just Train,40.70947002162219,-74.00983963357307,6 Maiden Ln,1523,10038,New York,NY,Gym
574,Manhattan,Little Italy,40.71932379395911,-73.9973046720808,Reebok FitHub,40.73542,-73.99173,1 Union Sq West,1852,10003,New York,NY,Shoe Store
575,Manhattan,Little Italy,40.71932379395911,-73.9973046720808,Dig Inn,40.737378630570696,-73.99113558901335,17 E 17th St,2076,10003,New York,NY,New American Restaurant
576,Manhattan,Soho,40.72218384131798,-74.00065666959766,CrossFit Union Square,40.73531390186451,-73.99186057541448,1 Union Sq,1639,10003,New York,NY,Gym / Fitness Center
577,Manhattan,Soho,40.72218384131798,-74.00065666959766,Brick New York,40.74150688612044,-74.0005285681433,257 W 17th St,2151,10011,New York,NY,Gym / Fitness Center
578,Manhattan,Soho,40.72218384131798,-74.00065666959766,Bowery CrossFit,40.71781226812158,-73.99262371362899,285 Grand St,834,10002,New York,NY,Gym
579,Manhattan,Soho,40.72218384131798,-74.00065666959766,CrossFit NYC,40.74589871935009,-73.99009029202607,50 W 28th St,2786,10001,New York,NY,Gym / Fitness Center
580,Manhattan,Soho,40.72218384131798,-74.00065666959766,CrossFit East River,40.7254434939673,-73.97846140631547,647 E 9th St,1907,10009,New York,NY,Gym / Fitness Center
581,Manhattan,Soho,40.72218384131798,-74.00065666959766,True North Training,40.71687709749549,-73.96593519191094,70 River St,2988,11211,Brooklyn,NY,Gym
582,Manhattan,Soho,40.72218384131798,-74.00065666959766,"iLoveKickboxing - Chelsea, NY",40.74634,-73.9929,149 W 27th Street,2767,10001,New York,NY,Gym
583,Manhattan,Soho,40.72218384131798,-74.00065666959766,Just Train,40.70947002162219,-74.00983963357307,6 Maiden Ln,1613,10038,New York,NY,Gym
584,Manhattan,Soho,40.72218384131798,-74.00065666959766,Reebok FitHub,40.73542,-73.99173,1 Union Sq West,1654,10003,New York,NY,Shoe Store
585,Manhattan,Soho,40.72218384131798,-74.00065666959766,Dig Inn,40.737378630570696,-73.99113558901335,17 E 17th St,1872,10003,New York,NY,New American Restaurant
586,Manhattan,West Village,40.734433935724375,-74.00617998126819,Brick New York,40.74150688612044,-74.0005285681433,257 W 17th St,920,10011,New York,NY,Gym / Fitness Center
587,Manhattan,West Village,40.734433935724375,-74.00617998126819,CrossFit Union Square,40.73531390186451,-73.99186057541448,1 Union Sq,1211,10003,New York,NY,Gym / Fitness Center
588,Manhattan,West Village,40.734433935724375,-74.00617998126819,CrossFit NYC,40.74589871935009,-73.99009029202607,50 W 28th St,1862,10001,New York,NY,Gym / Fitness Center
589,Manhattan,West Village,40.734433935724375,-74.00617998126819,CrossFit Solace,40.74617150115289,-73.9831643795631,38 E 32nd St,2339,10016,New York,NY,Gym / Fitness Center
590,Manhattan,West Village,40.734433935724375,-74.00617998126819,"iLoveKickboxing - Chelsea, NY",40.74634,-73.9929,149 W 27th Street,1735,10001,New York,NY,Gym
591,Manhattan,West Village,40.734433935724375,-74.00617998126819,Bowery CrossFit,40.71781226812158,-73.99262371362899,285 Grand St,2175,10002,New York,NY,Gym
592,Manhattan,West Village,40.734433935724375,-74.00617998126819,CrossFit East River,40.7254434939673,-73.97846140631547,647 E 9th St,2543,10009,New York,NY,Gym / Fitness Center
593,Manhattan,West Village,40.734433935724375,-74.00617998126819,NEO FIFTH,40.750530813681124,-73.98329206512332,"420 Fifth Ave, Sub-Cellar",2633,10018,New York,NY,Gym
594,Manhattan,West Village,40.734433935724375,-74.00617998126819,Crossfit Hell's Kitchen,40.75385542742043,-73.99338177687183,315 W 36th St,2416,10018,New York,NY,Gym
595,Manhattan,West Village,40.734433935724375,-74.00617998126819,Reebok FitHub,40.75075696,-73.98324847,420 5th Ave,2653,10018,New York,NY,Shoe Store
596,Manhattan,West Village,40.734433935724375,-74.00617998126819,New York Sports Clubs,40.75388708737827,-74.02842933079228,210 14th St Fl 1,2865,07030,Hoboken,NJ,Gym
597,Manhattan,West Village,40.734433935724375,-74.00617998126819,Just Train,40.70947002162219,-74.00983963357307,6 Maiden Ln,2796,10038,New York,NY,Gym
598,Manhattan,West Village,40.734433935724375,-74.00617998126819,Mid-City Gym & Tanning,40.75810868499696,-73.9917226956553,345 W 42nd St,2903,10036,New York,NY,Gym
599,Manhattan,West Village,40.734433935724375,-74.00617998126819,Reebok FitHub,40.73542,-73.99173,1 Union Sq West,1223,10003,New York,NY,Shoe Store
600,Manhattan,West Village,40.734433935724375,-74.00617998126819,Dig Inn,40.737378630570696,-73.99113558901335,17 E 17th St,1310,10003,New York,NY,New American Restaurant
601,Manhattan,Manhattan Valley,40.7973070417029,-73.96428617740662,Crossfit Metropolis,40.78820597637237,-73.94869510882322,156 E 100th St,1659,10029,New York,NY,Gym
602,Manhattan,Manhattan Valley,40.7973070417029,-73.96428617740662,Crossfit NYC - Upper West Side,40.77441561462417,-73.98109653863574,157 Columbus Ave,2915,10023,New York,NY,Gym
603,Manhattan,Manhattan Valley,40.7973070417029,-73.96428617740662,Crossfit Concrete Jungle,40.782758706068456,-73.94729157655303,309 E 94th St,2162,10128,New York,NY,Gym
604,Manhattan,Manhattan Valley,40.7973070417029,-73.96428617740662,UWS CrossFit,40.77898642336577,-73.98508910271165,371 Amsterdam Ave,2689,10023,New York,NY,Athletics & Sports
605,Manhattan,Manhattan Valley,40.7973070417029,-73.96428617740662,Crossfit GIANT,40.805410752831214,-73.99173627158532,115 River Rd Ste 1100,2482,07020,Edgewater,NJ,Gymnastics Gym
606,Manhattan,Morningside Heights,40.80799973816586,-73.96389627905339,Crossfit Metropolis,40.78820597637237,-73.94869510882322,156 E 100th St,2548,10029,New York,NY,Gym
607,Manhattan,Morningside Heights,40.80799973816586,-73.96389627905339,CrossFit Harlem - Afrobrutality Sports,40.817750147175666,-73.93775306423404,,2455,,New York,NY,Gym
608,Manhattan,Morningside Heights,40.80799973816586,-73.96389627905339,Harlem CrossFit,40.81719356788495,-73.93513753753648,,2630,10037,New York,NY,Gym
609,Manhattan,Morningside Heights,40.80799973816586,-73.96389627905339,Crossfit Concrete Jungle,40.808122,-73.930234,"7 Bruckner Blvd, bronx Ny 10454",2836,10454,New York,NY,Gym / Fitness Center
610,Manhattan,Morningside Heights,40.80799973816586,-73.96389627905339,Crossfit GIANT,40.805410752831214,-73.99173627158532,115 River Rd Ste 1100,2363,07020,Edgewater,NJ,Gymnastics Gym
611,Manhattan,Gramercy,40.737209832715045,-73.98137594833548,CrossFit Solace,40.74617150115289,-73.9831643795631,38 E 32nd St,1008,10016,New York,NY,Gym / Fitness Center
612,Manhattan,Gramercy,40.737209832715045,-73.98137594833548,CrossFit Union Square,40.73531390186451,-73.99186057541448,1 Union Sq,909,10003,New York,NY,Gym / Fitness Center
613,Manhattan,Gramercy,40.737209832715045,-73.98137594833548,CrossFit NYC,40.74589871935009,-73.99009029202607,50 W 28th St,1214,10001,New York,NY,Gym / Fitness Center
614,Manhattan,Gramercy,40.737209832715045,-73.98137594833548,Brick New York,40.74150688612044,-74.0005285681433,257 W 17th St,1684,10011,New York,NY,Gym / Fitness Center
615,Manhattan,Gramercy,40.737209832715045,-73.98137594833548,CrossFit East River,40.7254434939673,-73.97846140631547,647 E 9th St,1332,10009,New York,NY,Gym / Fitness Center
616,Manhattan,Gramercy,40.737209832715045,-73.98137594833548,True North Training,40.71687709749549,-73.96593519191094,70 River St,2611,11211,Brooklyn,NY,Gym
617,Manhattan,Gramercy,40.737209832715045,-73.98137594833548,NEO FIFTH,40.750530813681124,-73.98329206512332,"420 Fifth Ave, Sub-Cellar",1491,10018,New York,NY,Gym
618,Manhattan,Gramercy,40.737209832715045,-73.98137594833548,"iLoveKickboxing - Chelsea, NY",40.74634,-73.9929,149 W 27th Street,1406,10001,New York,NY,Gym
619,Manhattan,Gramercy,40.737209832715045,-73.98137594833548,CrossFit Gantry,40.74612457212019,-73.9522352960643,10-20 47th Rd,2650,11101,Queens,NY,Gym / Fitness Center
620,Manhattan,Gramercy,40.737209832715045,-73.98137594833548,Crossfit Greenpoint,40.73611274835637,-73.9519963753644,188 DuPont St,2481,11222,Brooklyn,NY,Gym / Fitness Center
621,Manhattan,Gramercy,40.737209832715045,-73.98137594833548,Bowery CrossFit,40.71781226812158,-73.99262371362899,285 Grand St,2358,10002,New York,NY,Gym
622,Manhattan,Gramercy,40.737209832715045,-73.98137594833548,Crossfit Hell's Kitchen,40.75385542742043,-73.99338177687183,315 W 36th St,2111,10018,New York,NY,Gym
623,Manhattan,Gramercy,40.737209832715045,-73.98137594833548,Reebok FitHub,40.75075696,-73.98324847,420 5th Ave,1516,10018,New York,NY,Shoe Store
624,Manhattan,Gramercy,40.737209832715045,-73.98137594833548,Mid-City Gym & Tanning,40.75810868499696,-73.9917226956553,345 W 42nd St,2484,10036,New York,NY,Gym
625,Manhattan,Gramercy,40.737209832715045,-73.98137594833548,Reebok FitHub,40.73542,-73.99173,1 Union Sq West,895,10003,New York,NY,Shoe Store
626,Manhattan,Gramercy,40.737209832715045,-73.98137594833548,Dig Inn,40.737378630570696,-73.99113558901335,17 E 17th St,823,10003,New York,NY,New American Restaurant
627,Manhattan,Battery Park City,40.71193198394569,-74.01686930508625,CrossFit 212 TriBeCa,40.714537431170484,-74.00599852611592,281 Broadway,962,10007,New York,NY,Gym
628,Manhattan,Battery Park City,40.71193198394569,-74.01686930508625,Crossfit Wall Street,40.70554386423745,-74.01213909064103,60 New St,815,10004,New York,NY,Gym
629,Manhattan,Battery Park City,40.71193198394569,-74.01686930508625,Bowery CrossFit,40.71781226812158,-73.99262371362899,285 Grand St,2147,10002,New York,NY,Gym
630,Manhattan,Battery Park City,40.71193198394569,-74.01686930508625,Just Train,40.70947002162219,-74.00983963357307,6 Maiden Ln,653,10038,New York,NY,Gym
631,Manhattan,Battery Park City,40.71193198394569,-74.01686930508625,CrossFit Jersey City,40.71952448445311,-74.0438343566733,109 Christopher Columbus Dr,2427,07302,Jersey City,NJ,Gym
632,Manhattan,Battery Park City,40.71193198394569,-74.01686930508625,Crossfit 212,40.71805284050912,-74.00475220100614,84 Franklin St,1228,10013,New York,NY,Gym / Fitness Center
633,Manhattan,Battery Park City,40.71193198394569,-74.01686930508625,CrossFit Dumbo,40.70355587265485,-73.98779136884086,48 Pearl St,2624,11201,Brooklyn,NY,Gym
634,Manhattan,Battery Park City,40.71193198394569,-74.01686930508625,Crossfit 212 NoHo,40.727048902963354,-73.99511692734373,666 Broadway,2489,10012,New York,NY,Gym
635,Manhattan,Battery Park City,40.71193198394569,-74.01686930508625,CrossFit Wall Street,40.70974343802443,-74.0065837982249,111 Fulton St,901,10038,New York,NY,Gym / Fitness Center
636,Manhattan,Battery Park City,40.71193198394569,-74.01686930508625,Oculus Crossfit,40.70977302010993,-74.0065501436561,151 William St,903,10038,New York,NY,Gym / Fitness Center
637,Manhattan,Battery Park City,40.71193198394569,-74.01686930508625,CrossFit 212 FiDi,40.70370900153129,-74.01152898481944,Stone,1020,10004,New York,NY,Gym / Fitness Center
638,Manhattan,Battery Park City,40.71193198394569,-74.01686930508625,150 Bay Crossfit,40.72122093221981,-74.03982170588807,,2195,07302,Jersey City,NJ,Gym / Fitness Center
639,Manhattan,Financial District,40.70710710727052,-74.01066544521277,Crossfit Wall Street,40.70554386423745,-74.01213909064103,60 New St,213,10004,New York,NY,Gym
640,Manhattan,Financial District,40.70710710727052,-74.01066544521277,CrossFit 212 TriBeCa,40.714537431170484,-74.00599852611592,281 Broadway,916,10007,New York,NY,Gym
641,Manhattan,Financial District,40.70710710727052,-74.01066544521277,Bowery CrossFit,40.71781226812158,-73.99262371362899,285 Grand St,1933,10002,New York,NY,Gym
642,Manhattan,Financial District,40.70710710727052,-74.01066544521277,Just Train,40.70947002162219,-74.00983963357307,6 Maiden Ln,272,10038,New York,NY,Gym
643,Manhattan,Financial District,40.70710710727052,-74.01066544521277,CrossFit Dumbo,40.70355587265485,-73.98779136884086,48 Pearl St,1970,11201,Brooklyn,NY,Gym
644,Manhattan,Financial District,40.70710710727052,-74.01066544521277,Crossfit 212,40.71805284050912,-74.00475220100614,84 Franklin St,1316,10013,New York,NY,Gym / Fitness Center
645,Manhattan,Financial District,40.70710710727052,-74.01066544521277,CrossFit Red Hook,40.68119660398171,-74.00834022022252,209 Van Brunt St,2890,11231,Brooklyn,NY,Gym / Fitness Center
646,Manhattan,Financial District,40.70710710727052,-74.01066544521277,Crossfit 212 NoHo,40.727048902963354,-73.99511692734373,666 Broadway,2578,10012,New York,NY,Gym
647,Manhattan,Financial District,40.70710710727052,-74.01066544521277,CrossFit 212 FiDi,40.70370900153129,-74.01152898481944,Stone,385,10004,New York,NY,Gym / Fitness Center
648,Manhattan,Financial District,40.70710710727052,-74.01066544521277,CrossFit Wall Street,40.70974343802443,-74.0065837982249,111 Fulton St,452,10038,New York,NY,Gym / Fitness Center
649,Manhattan,Financial District,40.70710710727052,-74.01066544521277,Oculus Crossfit,40.70977302010993,-74.0065501436561,151 William St,456,10038,New York,NY,Gym / Fitness Center
650,Manhattan,Financial District,40.70710710727052,-74.01066544521277,150 Bay Crossfit,40.72122093221981,-74.03982170588807,,2919,07302,Jersey City,NJ,Gym / Fitness Center
651,Queens,Astoria,40.768508593354966,-73.91565374304241,CrossFit Queens,40.76940404539832,-73.91897736979166,25-50 31st St,297,11102,Astoria,NY,Gym
652,Queens,Astoria,40.768508593354966,-73.91565374304241,New York Sports Clubs,40.76426352155887,-73.91563699810902,38-11 30th Ave,472,11103,Astoria,NY,Gym / Fitness Center
653,Queens,Astoria,40.768508593354966,-73.91565374304241,CrossFit Dynamix,40.77793428308367,-73.90354697996085,36-05 20th Ave,1463,11105,Astoria,NY,Gym / Fitness Center
654,Queens,Astoria,40.768508593354966,-73.91565374304241,CrossFit Bell/Bayside Barbell,40.753070194034606,-73.9293165129859,37-22 34th St,2068,11101,Long Island City,NY,Gym
655,Queens,Astoria,40.768508593354966,-73.91565374304241,Loupakis Fitness Center,40.767359,-73.921045,28-42 31st St,472,11102,Astoria,NY,Gym
656,Queens,Astoria,40.768508593354966,-73.91565374304241,Efc Crossfit,40.77540849938759,-73.91088570183538,22-15 31st St,866,11105,Astoria,NY,Gym
657,Queens,Astoria,40.768508593354966,-73.91565374304241,CrossFit Sunnyside,40.74998004012634,-73.91652693887511,47-01 Barnett Ave,2063,11104,Sunnyside,NY,Gym / Fitness Center
658,Queens,Astoria,40.768508593354966,-73.91565374304241,Crossfit Dutch Kills,40.753802,-73.932102,,2145,11101,New York,NY,Gym / Fitness Center
659,Queens,Woodside,40.746349088602265,-73.90184166838291,Urban Jungle,40.736644952458036,-73.89244645431641,50-12 72nd St Fl 2,1339,11377,Woodside,NY,Gym / Fitness Center
660,Queens,Woodside,40.746349088602265,-73.90184166838291,CrossFit Queens,40.76940404539832,-73.91897736979166,25-50 31st St,2945,11102,Astoria,NY,Gym
661,Queens,Woodside,40.746349088602265,-73.90184166838291,New York Sports Clubs,40.76426352155887,-73.91563699810902,38-11 30th Ave,2308,11103,Astoria,NY,Gym / Fitness Center
662,Queens,Woodside,40.746349088602265,-73.90184166838291,CrossFit Bell/Bayside Barbell,40.753070194034606,-73.9293165129859,37-22 34th St,2434,11101,Long Island City,NY,Gym
663,Queens,Woodside,40.746349088602265,-73.90184166838291,CrossFit Sunnyside,40.74998004012634,-73.91652693887511,47-01 Barnett Ave,1302,11104,Sunnyside,NY,Gym / Fitness Center
664,Queens,Woodside,40.746349088602265,-73.90184166838291,Loupakis Fitness Center,40.767359,-73.921045,28-42 31st St,2844,11102,Astoria,NY,Gym
665,Queens,Woodside,40.746349088602265,-73.90184166838291,Crossfit Dutch Kills,40.753802,-73.932102,,2683,11101,New York,NY,Gym / Fitness Center
666,Queens,Jackson Heights,40.751981380073715,-73.88282109164372,Urban Jungle,40.736644952458036,-73.89244645431641,50-12 72nd St Fl 2,1890,11377,Woodside,NY,Gym / Fitness Center
667,Queens,Jackson Heights,40.751981380073715,-73.88282109164372,CrossFit Sunnyside,40.74998004012634,-73.91652693887511,47-01 Barnett Ave,2851,11104,Sunnyside,NY,Gym / Fitness Center
668,Queens,Elmhurst,40.744048505122066,-73.88165622288396,Urban Jungle,40.736644952458036,-73.89244645431641,50-12 72nd St Fl 2,1227,11377,Woodside,NY,Gym / Fitness Center
669,Queens,Howard Beach,40.6542252773849,-73.83813764600289,Monkey Fist Martial Arts,40.67275500125601,-73.84350153773275,135-26 Cross Bay Blvd.,2111,11417,Ozone Park,NY,Gym / Fitness Center
670,Queens,South Corona,40.7423817501567,-73.85682497345266,Crossfit Breed,40.719609926582024,-73.84300043768515,63-49 60th Pl,2790,11385,Ridgewood,NY,Gym / Fitness Center
671,Queens,Forest Hills,40.725263782165065,-73.8444750078899,Crossfit Breed,40.719609926582024,-73.84300043768515,63-49 60th Pl,641,11385,Ridgewood,NY,Gym / Fitness Center
672,Queens,Forest Hills,40.725263782165065,-73.8444750078899,CrossFit Glendale,40.70992427095417,-73.86641222449022,70-17 83rd St,2518,11385,Glendale,NY,Gym
673,Queens,Kew Gardens,40.705179035414844,-73.8298190582571,Crossfit Breed,40.719609926582024,-73.84300043768515,63-49 60th Pl,1953,11385,Ridgewood,NY,Gym / Fitness Center
674,Queens,Richmond Hill,40.69794731471767,-73.83183321446894,Monkey Fist Martial Arts,40.67275500125601,-73.84350153773275,135-26 Cross Bay Blvd.,2972,11417,Ozone Park,NY,Gym / Fitness Center
675,Queens,Richmond Hill,40.69794731471767,-73.83183321446894,Crossfit Breed,40.719609926582024,-73.84300043768515,63-49 60th Pl,2589,11385,Ridgewood,NY,Gym / Fitness Center
676,Queens,Downtown Flushing,40.76116362081876,-73.82936758711861,Crossfit Mma of Whitestone,40.78683263373473,-73.83710200617963,13-15 131st Street,2930,,Whitestone,NY,Athletics & Sports
677,Queens,Long Island City,40.75021734610532,-73.93920223915512,CrossFit Gantry,40.74612457212019,-73.9522352960643,10-20 47th Rd,1189,11101,Queens,NY,Gym / Fitness Center
678,Queens,Long Island City,40.75021734610532,-73.93920223915512,CrossFit LIC - Noskov Fitness,40.74979439698375,-73.94735552127253,1305 44th Ave,689,11101,Long Island City,NY,Gym
679,Queens,Long Island City,40.75021734610532,-73.93920223915512,Crossfit Greenpoint,40.73611274835637,-73.9519963753644,188 DuPont St,1905,11222,Brooklyn,NY,Gym / Fitness Center
680,Queens,Long Island City,40.75021734610532,-73.93920223915512,CrossFit Bell/Bayside Barbell,40.753070194034606,-73.9293165129859,37-22 34th St,892,11101,Long Island City,NY,Gym
681,Queens,Long Island City,40.75021734610532,-73.93920223915512,CrossFit Queens,40.76940404539832,-73.91897736979166,25-50 31st St,2733,11102,Astoria,NY,Gym
682,Queens,Long Island City,40.75021734610532,-73.93920223915512,New York Sports Clubs,40.76426352155887,-73.91563699810902,38-11 30th Ave,2528,11103,Astoria,NY,Gym / Fitness Center
683,Queens,Long Island City,40.75021734610532,-73.93920223915512,Crossfit Dutch Kills,40.753802,-73.932102,,719,11101,New York,NY,Gym / Fitness Center
684,Queens,Long Island City,40.75021734610532,-73.93920223915512,Loupakis Fitness Center,40.767359,-73.921045,28-42 31st St,2446,11102,Astoria,NY,Gym
685,Queens,Long Island City,40.75021734610532,-73.93920223915512,CrossFit Sunnyside,40.74998004012634,-73.91652693887511,47-01 Barnett Ave,1912,11104,Sunnyside,NY,Gym / Fitness Center
686,Queens,Long Island City,40.75021734610532,-73.93920223915512,willyb crossfit,40.729464975491624,-73.95069073496587,220 Newel Street,2505,,Brooklyn,NY,Gym
687,Queens,Long Island City,40.75021734610532,-73.93920223915512,Brooklyn CrossFit : West Street,40.7281508786577,-73.95868520245914,42 West St,2955,11222,Brooklyn,NY,Gym
688,Queens,Sunnyside,40.74017628351928,-73.92691617561584,CrossFit Gantry,40.74612457212019,-73.9522352960643,10-20 47th Rd,2235,11101,Queens,NY,Gym / Fitness Center
689,Queens,Sunnyside,40.74017628351928,-73.92691617561584,CrossFit LIC - Noskov Fitness,40.74979439698375,-73.94735552127253,1305 44th Ave,2029,11101,Long Island City,NY,Gym
690,Queens,Sunnyside,40.74017628351928,-73.92691617561584,Crossfit Greenpoint,40.73611274835637,-73.9519963753644,188 DuPont St,2163,11222,Brooklyn,NY,Gym / Fitness Center
691,Queens,Sunnyside,40.74017628351928,-73.92691617561584,Urban Jungle,40.736644952458036,-73.89244645431641,50-12 72nd St Fl 2,2933,11377,Woodside,NY,Gym / Fitness Center
692,Queens,Sunnyside,40.74017628351928,-73.92691617561584,CrossFit Bell/Bayside Barbell,40.753070194034606,-73.9293165129859,37-22 34th St,1449,11101,Long Island City,NY,Gym
693,Queens,Sunnyside,40.74017628351928,-73.92691617561584,CrossFit Virtuosity,40.719027924652224,-73.94800787522796,98 Bayard St,2950,11222,Brooklyn,NY,Gym
694,Queens,Sunnyside,40.74017628351928,-73.92691617561584,Crossfit Outbreak,40.71821365256554,-73.94289220547613,208 Frost St,2791,11211,Brooklyn,NY,Gym / Fitness Center
695,Queens,Sunnyside,40.74017628351928,-73.92691617561584,New York Sports Clubs,40.76426352155887,-73.91563699810902,38-11 30th Ave,2845,11103,Astoria,NY,Gym / Fitness Center
696,Queens,Sunnyside,40.74017628351928,-73.92691617561584,CrossFit Sunnyside,40.74998004012634,-73.91652693887511,47-01 Barnett Ave,1399,11104,Sunnyside,NY,Gym / Fitness Center
697,Queens,Sunnyside,40.74017628351928,-73.92691617561584,Crossfit Dutch Kills,40.753802,-73.932102,,1578,11101,New York,NY,Gym / Fitness Center
698,Queens,Sunnyside,40.74017628351928,-73.92691617561584,willyb crossfit,40.729464975491624,-73.95069073496587,220 Newel Street,2333,,Brooklyn,NY,Gym
